token1	token2	token3	weight
ахахахахахахахах	ахахахахахахахах	ахахахахахахахах	1
бау	берік	болсын	1
бауы	берік	болсын	1
бауырым	қалайсың	?	5
бауырым	қалайсың	денсаулық	6
бауырым	сен	аман	1
бауырым	құтты	болсын	1
бауырым	туған	күнің	5
бауырым	туған	күніңмен	4
бауырым	туылған	күніңмен	4
бауырым	амансыңба	денсаулық	2
кеттім	ғой	жаным	6
алейкум	қалайсың	дар	9
алейкум	қалайсың	брат	11
алейкум	қалайсың	бауырым	6
алейкум	қалайсың	братан	13
алейкум	ассалам	!	7
алейкум	ассалам	шүкір	6
алейкум	жігіттер	қалайсыңдар	4
братан	братан	братан	1
каспи	голд	осы	6
болар	екен	?	6
болар	екен	деп	5
болар	еді	деп	10
болар	еді	ғой	9
жыл	болсын	!	1
жыл	болды	ғой	4
жыл	құт	береке	4
жыл	құт	берекесімен	6
жыл	құтты	болсы	10
жыл	құтты	болсын	4
жыл	құтты	жыл	12
жыл	құтты	берекелі	18
жыл	құтты	болсың	15
жыл	жаңа	бақыт	11
жыл	жаңа	жыл	2
жыл	жаңа	табыс	14
жыл	құты	болсың	1
жыл	барыс	жылы	1
жыл	жақсылығымен	келсін	1
жыл	мерекесі	құтты	1
жыл	мерекесімен	құттықтаймын	1
түсіп	кетті	ғой	3
шымкент	шымкент	шымкент	1
шымкент	қаласынан	боламын	1
өздерің	қалай	?	3
өздерің	қалайсыңдар	?	3
өздерің	қалайсыңдар	амансыңдарма	10
ойлап	отырмын	ғой	5
өте	жақсы	өте	10
өте	дұрыс	айтасың	8
өте	дұрыс	айтылған	6
өте	қатты	жақсы	4
өте	өте	өте	3
ұмытып	кеткен	жоқсың	7
ұмытып	кетіппін	ғой	2
звандап	жатыр	ғой	7
өтірік	өтірік	өтірік	1
алу	керек	деп	17
алу	керек	болып	14
алу	керек	екен	13
алу	керек	боп	17
алу	керек	еді	6
алу	керек	қой	18
алу	үшін	бірінші	3
алу	үшін	билет	12
кете	бер	деп	6
кетем	деп	жатыр	9
кетем	деп	отыр	11
оның	қызы	бар	1
сізді	жақсы	көрем	2
сізді	жақсы	көреміз	13
сізді	жақсы	көремін	14
сізді	де	жаңа	2
сізді	алла	разылығы	1
сізді	қатты	жақсы	6
сізді	қатты	қатты	5
сізді	қатты	сағындым	13
сізді	күтіп	отырмын	4
сізді	сағынып	кеттім	3
тұрған	ештеңе	жоқ	1
екеуміз	бір	бірімізді	8
екеуміз	бір	бірімізге	8
ойбай	ойбай	ойбай	2
бот	бот	бот	1
бот	гоха	бот	1
бот	нұрсая	берік	1
бот	берлин	бот	1
бота	бота	бота	1
ботам	менің	жүрегім	2
ботам	ботам	ботам	1
пен	активность	маңызды	1
ла	ла	ла	1
ладно	қайырлы	түн	1
ұзақ	болсын	!	6
ұзақ	болсын	бақытты	10
ұзақ	болсын	дені	17
ұзақ	болсын	денің	15
ұзақ	өмір	берсін	9
ұзақ	өмір	тілеймін	4
ұзақ	ғұмыр	берсін	5
ұзақ	ғұмыр	тілеймін	7
ұзақ	ғұмыр	нәсіп	13
ең	бастысы	аман	13
ең	бастысы	денсаулық	9
ең	алдымен	жұмысқа	2
сөз	керек	емес	1
демалыс	жақсы	өтіп	4
демалыс	жақсы	өтсін	6
демалыс	қалай	?	13
демалыс	қалай	болып	14
демалыс	қалай	өтіп	3
демалыс	қалай	өтуде	13
демалыс	болсын	!	2
демалыс	болып	жатыр	2
қабыл	болсы	!	1
қабыл	болсын	!	3
қабыл	болсын	жаным	15
қабыл	болсын	әумин	19
қабыл	етсін	!	3
ват	ват	ват	1
ватсап	группа	бар	1
ватсап	нөмір	берші	4
алға	алға	алға	1
алға	қойған	арман	9
алға	қойған	мақсаттарыңа	6
алға	баса	берсін	2
алған	бағытын	айтты	1
болмайды	мүмкін	емес	1
дайын	болады	?	7
дайын	болады	екен	8
дайын	болу	керек	1
дайын	клиенттерге	жауап	1
айттым	ғой	саған	7
берген	жасын	жасап	10
берген	жасын	жасай	2
аты	кім	?	6
аты	кім	еді	7
аты	қандай	?	4
аты	қандай	еді	8
жаққа	бара	жатырмын	5
жаққа	кетіп	бара	6
жаққа	бару	керек	2
жігіт	керек	емес	3
жігіт	болып	өсе	6
жігіт	әңгіме	бастады	1
жігіт	үшінші	мәрте	1
жігіт	бұның	барар	1
жігіт	сейфуллин	көшесімен	1
хабар	барма	?	1
хабар	күтіп	отырмын	2
қалың	қалай	?	2
қалың	қалай	жақсы	27
қалың	қалай	жаным	18
қалыңыз	қалай	?	2
қалыңыз	қалай	жақсы	22
қалыңыз	қалай	!	35
қалыңыз	қалай	апай	42
қалыңыз	қалай	тәте	31
сабақ	болып	жатыр	1
сабақ	жазып	отырмын	1
сабақ	оқы	!	1
сабақ	оқып	отырмын	4
сабақ	онлайн	болады	1
оқып	кетей	көмек	1
қалаға	қашан	келесің	5
қалаға	кетіп	бара	5
қалаға	такси	бар	7
қалаға	такси	керек	9
қалаға	такси	барма	5
қалаға	бару	керек	1
жарық	болсын	!	3
жарық	қыздар	қалайсыңдар	5
бізге	де	жұғысты	5
бізге	жұғысты	болсын	1
және	табыс	және	1
және	олардың	қасиеттері	1
мүмкін	емес	қой	6
кішкентай	қалай	?	5
кішкентай	қалай	өсіп	6
кішкентай	бала	сияқты	6
кішкентай	екі	қызыммен	1
қаза	қайырлы	болсын	1
қазақ	тілі	мен	4
қазақ	тілі	әдебиет	9
қазақ	тілден	үй	3
тәте	қалайсыз	?	3
тәте	туған	күніңізбен	3
тәте	қалыңыз	қалай	1
тәте	тәте	тәте	1
келем	деп	жатыр	10
келем	деп	еді	12
жылап	жатқан	жоқ	3
құттықтаймын	бақытты	бол	4
құттықтаймын	бақытты	болыңдар	14
құттықтаймын	бақытты	болыңыз	8
құттықтаймын	өмір	жасың	4
құттықтаймын	зор	денсаулық	1
баратын	жерім	бар	2
нәрсе	айтсам	болама	2
нәрсе	сұрайын	деп	3
нәрсе	сұрасам	болама	1
жібере	аласызба	?	2
беред	ұра	беред	1
береді	екен	ғой	7
қол	бос	емес	3
қол	бос	болса	11
қол	тимей	жатыр	4
қол	тимей	кетті	7
қол	босамай	жатыр	5
қол	босамай	кетті	7
тате	қалайсыз	?	3
тате	қалыңыз	қалай	1
әр	кезде	әр	3
демалып	жатырсың	?	2
демалып	жатырсыз	?	1
келесі	айдан	бастап	1
балам	қалайсың	?	4
қызық	болып	жатыр	6
қызық	болып	тұр	7
қызық	емес	маған	12
қызық	емес	болып	11
қызық	емес	екен	12
қызық	емес	қой	12
вас	как	?	4
вас	су	ол	1
вас	дела	?	1
астана	күні	құтты	2
өтіп	жатыр	?	3
өтіп	кетті	ғой	4
өтіп	бара	жатыр	7
алайын	деп	жатыр	12
алайын	деп	жатырмын	14
алайын	деп	едім	5
алайын	деген	едім	2
алайын	дегем	ғой	1
айтшы	айтшы	айтшы	1
сәтті	болсын	!	2
сәтті	күн	болсын	2
сәтті	өтсін	!	3
сәтті	өтсін	жаным	10
сәттілік	тілеймін	!	3
сәттілік	тілеймін	жаным	11
сәттілік	тілеймін	әрқашан	17
сәттілік	серік	болсын	1
сәттілік	тілейміз	!	1
сәттілік	серігің	болсын	1
қиын	болып	жатыр	9
қиын	болып	тұр	7
қиын	болып	кетті	9
қиын	болды	ғой	3
қиын	болған	екен	1
ыстық	болып	жатыр	7
ыстық	болып	тұр	5
ор	ал	ор	1
орын	жоқ	деп	6
орын	барма	?	3
ақшасын	сұрап	жатыр	1
ақшасын	салған	бойда	1
келсін	жаным	рақмет	3
келсін	рақмет	жаным	6
)	)	)	1
тойға	шақырып	жатыр	2
тойға	дайындық	қалай	2
тойға	ұлассын	!	1
келсе	жақсы	болар	2
сағындым	ғой	сені	5
сағындым	жаным	менің	4
сағындым	сені	жаным	3
сағындым	сені	қатты	9
сағындым	сағындым	сағындым	1
болу	керек	?	17
болу	керек	деп	15
болу	керек	екен	15
болу	керек	еді	14
болу	керек	қой	11
болу	керек	пара	10
зор	болар	еді	1
зор	денсаулық	тілеймін	7
зор	денсаулық	ұзақ	11
зор	денсаулық	қажымас	5
ден	саулық	қалай	5
денсаулық	қалай	?	5
денсаулық	қалай	жақсы	10
денсаулық	қалай	жақсыма	8
денсаулық	берсін	!	2
денсаулық	тілеймін	!	6
денсаулық	тілеймін	әрқашан	5
денсаулық	ұзақ	өмір	4
денсаулық	ұзақ	ғұмыр	5
денсаулық	мықты	болсын	1
денсаулық	жақсыма	?	7
денсаулық	жақсыма	бала	8
денсаулық	қажымас	қайрат	1
базар	жоқ	екен	10
барлық	жақсылықты	тілеймін	2
барлық	жақсылықты	тілейміз	14
барлық	жақсылықтарды	тілеймін	1
барлық	жақсылықтарды	тілейміз	14
барлық	сұраққа	жауапты	1
болатын	еді	ғой	4
киім	алу	керек	1
сатып	алу	керек	5
сатып	алу	керексіз	6
билет	алу	керек	1
жазам	деп	ұмытып	7
жазам	жазам	жазам	1
айтқа	аман	есен	1
ет	асып	жатырмын	7
жатсыз	дар	?	1
кредит	төлеу	керек	1
лайк	басып	жіберші	12
лайк	басып	жіберіңізші	11
лайк	басып	тіркеліп	13
лайк	басшы	өтініш	5
бірде	бар	бірде	1
бірдеңе	айтайын	деп	3
бірдеңе	бірдене	бірдеңе	1
бірдеңе	сұрайын	деп	3
каспий	голд	осы	7
каспий	голд	болу	7
жазылып	кет	!	11
жазылып	кет	жаным	8
жазылып	кет	дильназ	7
жазылып	кетсін	!	5
жазылып	кетіңіз	!	2
түсіріп	жібере	аласыз	3
түсіріп	жіберіңізші	өтініш	1
дала	күшті	болып	3
жігіттер	мен	қыздар	1
жігіттер	қалайсыңдар	?	9
жігіттер	қалайсыңдар	амансыңдарма	3
жігіттер	қыздар	қалайсыңдар	3
айфон	айфон	айфон	1
сіздің	есіміңіз	кім	2
ұл	қыздарыңның	қызығын	1
ұл	қыздарыңыздың	қызығын	2
жылы	құтты	болсын	1
жылы	киініп	жүр	2
жылы	табыс	жылы	1
жылы	табысты	жыл	1
жатырсың	дар	?	1
мықты	болсын	!	4
мықты	болсын	бақытты	14
мықты	болсын	өмір	12
мықты	денсаулық	тілеймін	5
арай	арай	арай	1
жалпы	дамыту	жаттығулары	1
зат	алу	керек	1
көреміз	көп	рахмет	1
онлайн	деп	жатыр	1
онлайн	жұмыс	жасап	11
онлайн	жұмыс	жасағың	12
онлайн	мектепке	кіріп	3
онлайн	жұмысты	түсіндіретін	2
кімге	аккаунт	керек	1
жақсыма	бала	шағаларың	1
жақсыма	денсаулық	қалай	2
әпше	қалайсыз	?	3
әпше	туылған	күніңізбен	3
аумин	рахмет	!	7
аумин	рахмет	жаным	7
аумин	рақмет	жаным	4
аумин	аумин	аумин	4
аумин	айтқаның	келсін	1
аумин	айтқаныңыз	келсін	1
азамат	болсын	!	2
азамат	болып	өсе	4
азамат	болып	өссін	8
қайтып	келе	жатырмын	5
қайтып	бара	жатырмын	4
басы	бос	емес	3
басым	қатты	ауырып	1
басым	ауырып	жатыр	8
басым	ауырып	тұр	7
басым	ауырып	кетті	11
басым	ауырып	отыр	16
басым	бос	емес	2
басым	қатып	кетті	4
арман	мақсаттарыңа	жете	5
арман	мақсаттарыңа	жетуіңе	5
өткен	туған	күніңмен	4
амансыңба	қалайсың	?	9
амансыңба	қалайсың	дар	5
амансыңба	шүкір	жақсы	2
амансыңба	денсаулық	қалай	3
амансыңба	денсаулық	жақсыма	7
алмаймын	алмаймын	алмаймын	1
менікі	дұрыс	емес	3
менікі	менікі	менікі	1
разы	болсы	!	1
разы	болсын	!	4
разы	болсын	рахмет	19
разы	болсын	жаным	17
разы	болсын	саған	17
разы	болсын	берген	20
разы	болсын	сіздерге	12
атын	кім	?	5
атын	кім	деп	11
атын	кім	болады	13
атын	кім	атын	12
нұр	нұр	нұр	1
нұр	үстіне	нұр	1
бағасы	қанша	?	4
бағасы	қанша	екен	12
бағасы	қанша	болады	9
ару	емес	ертегі	1
берік	болсын	!	3
берік	болсын	жаным	19
берік	болсын	үлкен	11
берік	бот	нұрсая	1
екені	көрініп	тұр	1
адрес	қалай	?	2
адрес	қандай	?	2
кешір	кешір	кешір	1
кешірші	кешірші	кешірші	1
келін	құтты	болсын	1
алатын	адам	бар	10
алатын	адам	болса	7
жайлы	болсын	!	3
жайлы	тұр	жаным	10
жайлы	тұр	тәтті	4
жайлы	жатып	жақсы	2
жайлы	сұрайын	деп	3
жайлы	тұрыңыз	тәтті	3
ешкімге	керек	емес	4
ешкімге	айтпай	ақ	2
көз	тимесін	!	10
көз	тимесін	тфай	5
көз	қуанышы	болып	3
көз	қуаныштарың	болып	4
ары	бері	жүріп	10
ұят	жоқ	екен	2
ұят	болып	кетті	5
ұят	болды	ғой	4
балалар	қалай	?	2
балалар	қалай	жақсы	13
балалар	бақытты	болсын	1
балалар	мерекесі	құтты	1
ішім	ауырып	жатыр	5
ішім	ауырып	тұр	7
ішім	өтіп	жатыр	3
ішім	пысып	жатыр	14
ішім	пысып	кетті	3
ішім	пысып	отыр	14
қосып	беріңіздер	өтініш	1
бару	керек	деп	17
бару	керек	болып	12
бару	керек	екен	15
бару	керек	боп	16
бару	керек	еді	6
бару	керек	қой	18
арты	қайырлы	болсын	1
артық	жақсы	көрем	3
артық	әңгіме	керек	3
артық	кетсем	кешірім	4
таза	ауа	жұтып	2
кіммен	сөйлесіп	жатсың	4
кіммен	сөйлесіп	жатсыз	17
кіммен	сөйлесіп	отырсың	8
группа	бар	жазамыз	4
группа	группа	группа	1
бердік	қалайсыз	?	9
бердік	қалайсыз	дар	7
бердік	қалайсыздар	?	7
бердік	қалайсыздар	амансыздарма	5
қалдарың	қалай	?	2
қалдарың	қалай	жақсы	19
қалдарың	қалай	қыздар	20
күнге	сәттілік	тілеймін	2
күнге	нашарлап	бара	1
аружан	аружан	аружан	1
ағай	маған	көп	1
жүрек	жүрек	жүрек	1
өзін	өзі	тану	5
өзін	өзі	танудан	5
біраз	болды	ғой	2
ха-ха	ха-ха	ха-ха	1
ха-ха	ха-ха	эра	19
ха-ха	эра	ха-ха	1
мадина	мадина	мадина	1
мадина	саян	мадина	1
үйіне	бармақ	болып	1
ая	ая	ая	1
аяқ	киім	алып	12
өзіңе	де	жаңа	5
өзіңе	көп	алып	6
өзіңе	қарап	жүр	4
автобус	күтіп	тұрмын	3
ағам	бар	менің	5
сағынып	кеттім	ғой	4
сағынып	кеттім	жаным	13
сағынып	кеттім	сені	9
шақ	тілеймін	!	3
шақ	тілеймін	әрқашан	10
шақ	тілейміз	!	1
шақырып	жатыр	деп	9
шақырып	жатыр	ғой	10
гу	әулетінің	шежіресі	1
соңғы	рет	қашан	6
берейін	деп	жатыр	12
берейін	деп	едім	4
инста	барма	?	2
анашым	мен	сізді	1
анашым	туған	күніңізбен	2
анашым	анашым	анашым	1
достар	қалайсыңдар	амансыңдарма	4
достар	домалақ	бастар	1
дәрі	ішіп	жатырмын	10
жәй	оқып	кетей	1
барған	қадамы	құтты	1
бека	бека	бека	1
тұра	алмай	жатырмын	5
қалада	тұрасың	?	2
жолы	болсын	!	4
жолы	ашық	болсын	1
пысып	кетті	ғой	2
ми	ашып	кетті	3
амансыңдарма	балдар	қалай	5
амансыңдарма	балдар	жақсыма	6
амансыңдарма	жақсысыңдарма	?	5
амансыңдарма	жақсысыңдарма	қыздар	7
жасы	болсын	!	2
жасы	құтты	болсын	1
жасы	ұзақ	болсын	2
жасы	ұзақ	дені	13
намаз	оқы	!	1
намаз	оқып	жатыр	12
намаз	оқып	алайын	7
айдана	апай	біз	1
айдана	айдана	айдана	1
айтайын	деп	жатыр	11
айтайын	деп	едім	6
айтайын	деп	едің	11
отырған	ұл	қыздарыңның	3
ренжіме	ренжіме	ренжіме	1
ақшаны	алу	үшін	1
ақшаны	толықтай	сіздің	1
ұйқы	қайда	?	1
ашық	болсын	!	3
бүгінгі	күн	сәтті	6
бүгінгі	туған	күнің	6
бүгінгі	туған	күніңіз	10
бүгінгі	келіп	жеткен	1
бүгінгі	туылған	күнің	6
бүгінгі	туылған	күніңмен	8
бүгінгі	туылған	күніңізбен	10
бүгінгі	күнің	қалай	4
бүгінгі	күнің	сәтті	6
бүгінгі	күнге	сәттілік	2
бүгінгі	жеке	меншік	3
бүгінгі	күніңіз	сәттілікке	4
бүгінгі	күндеріңіз	сәтті	3
бүгінгі	күніңе	сәттілік	1
бүгінгі	күндеріңе	сәттілік	1
бүгінгі	күндеріңізге	сәттілік	1
шық	шай	ла	1
қолы	бос	емес	2
қолы	тимей	жатыр	5
қолым	бос	емес	2
қолым	тимей	жатыр	3
қолым	тимей	кетті	9
қолым	босамай	жатыр	4
қолым	босамай	кетті	9
барсам	болама	?	2
барайын	деп	жатыр	11
барайын	деп	жатырмын	9
барайын	деп	едім	10
жарты	сағат	болды	9
жарты	сағат	бұрын	10
жарты	сағаттан	кейін	5
жарты	сағаттан	соң	6
бес	мың	теңге	7
бес	саусақ	бірдей	1
сенімен	танысуға	болама	1
бойы	жылына	бастағанда	1
бойынша	жазып	тұр	3
бойынша	жазып	отыр	12
жақтан	мектепке	барасың	1
жақтан	боласың	?	1
толық	аты	жөніңіз	5
беріңіз	жүзіңізден	күлкі	1
кеттің	ғой	?	3
шәй	ішіп	болып	14
шәй	ішіп	отырмын	6
шәй	ішіп	алайын	12
шәй	тамақ	ішіп	3
шәй	ішейін	деп	1
шәй	ішейік	деп	1
келмей	жатыр	ғой	4
келмей	ақ	қой	3
беру	керек	екен	13
беру	керек	еді	7
беру	керек	қой	13
өзіңде	қалай	?	3
интернет	дұрыс	істемей	3
интернет	істемей	тұр	5
барлығы	жақсы	болады	4
барлығы	қазір	күніне	1
иман	байлығын	берсін	1
иманды	болсын	!	3
иманды	болсын	жаны	10
кешірім	сұраймын	!	6
кешірім	сұраймын	жаным	13
кешірім	сұраймын	кешірім	11
қалдарыңыз	қалай	?	2
қалдарыңыз	қалай	жақсы	20
қалдарыңыз	қалай	!	29
кімнің	кім	екенін	2
кімнің	туған	күні	1
айым	айым	айым	1
айым	күнім	жұлдызым	1
тегін	жататын	қыздар	4
қасында	кім	бар	1
болыңдар	жандарым	!	6
болыңдар	жандарым	менің	5
махаббат	жасқа	қарамайды	1
женше	қалайсыз	?	4
алматыға	кетіп	бара	4
диана	мен	сені	1
диана	диана	диана	1
алланың	өзі	білсін	1
алланың	берген	жасын	3
алланың	көзі	түзу	2
алланың	разылығы	үшін	1
алланың	назарында	бол	14
алланың	назарында	жүре	6
алланың	назарында	бақыттың	6
алланың	нұры	жаусын	1
көңіл	күй	қалай	6
көңіл	күй	жоқ	8
көңіл	күйің	қалай	4
көңіл	күйің	жоқ	9
көңіл	күйім	жоқ	6
көңіл	күйім	болмай	8
көңіл	күйіңіз	қалай	3
жел	болып	тұр	3
желания	барма	?	2
желания	қашып	кетті	2
оқасы	жоқ	!	8
оқасы	жоқ	жаным	5
жолың	болсын	!	6
жолың	болсын	жаным	8
жолың	болсын	аман	13
жолың	болсын	бауырым	18
жолың	ашық	болсын	1
динара	кетші	динара	1
жасың	құтты	болсын	1
жасың	нешеде	?	3
жасың	ұзақ	болсын	2
жасың	ұзақ	денің	12
арзан	монета	бар	1
тәтті	түс	көр	2
тәтті	түстер	көр	3
тәтті	түстер	көріңіз	8
добрый	день	!	1
добрый	вечер	!	1
админ	керек	береміз	1
сұлу	қыз	қалайсың	9
сұлу	қыз	болып	10
жансая	жансая	жансая	1
актив	актив	актив	1
бұйырсын	бұйырсын	бұйырсын	1
бұйырсын	иншаллах	бұйырсын	2
ауа	райы	қалай	4
ауа	райына	сеніп	2
жұма	күні	тілеген	5
жұма	қабыл	болсын	1
жұма	мүбәрәк	болсын	1
бәріне	сәлем	айт	5
айша	мал	айша	1
айша	айша	айша	1
айша	круто	аяжан	1
кетсе	жақсы	болар	2
кетсе	екен	деп	2
фота	жіберші	өтініш	5
алсам	деп	едім	2
алсам	болады	?	3
алсам	болама	?	1
арасы	такси	керек	4
арасында	жеңіл	киіммен	1
түрлі	адам	бар	1
квартира	керек	еді	2
магазинге	бара	жатырмын	3
өсіп	жатырма	?	1
есі	дұрыс	адам	5
кетші	динара	кетші	1
кол	бос	емес	2
кол	тимей	жатыр	3
доставка	барма	?	2
голд	осы	нөмірде	1
аллах	разы	болсын	1
аллах	тағала	садақа	2
аллах	разылығы	үшін	1
аллах	куә	нан	1
қойған	мақсаттарыңа	жете	4
немесе	қоңырау	жазыңыз	1
немесе	жою	үшін	1
бермей	ақ	қой	3
шықпай	жатыр	ғой	3
абай	құнанбаев	абай	1
аяу	аяу	аяу	1
жолда	келе	жатыр	6
жолда	келе	жатырмын	6
жолда	кетіп	бара	2
мөлдір	мөлдір	мөлдір	1
луна	луна	луна	1
екеуің	бір	жастықта	2
екеуің	бақытты	болыңдар	4
екеуің	бақытты	ғұмыр	9
екеуің	бірге	көріңдер	5
жезде	туған	күніңізбен	3
жылғы	боласың	?	1
жеке	мерекең	құтты	1
жеке	меншік	мерекең	5
көке	айтуар	көке	1
көмек	керек	болып	8
көмек	керек	болса	6
көмек	беріп	кетейікші	3
көмек	сұраймын	баламнын	1
көмек	беріңіздерші	баламның	1
жасау	керек	еді	8
аллам	жар	болсын	1
аллам	күш	қуат	1
аллам	екі	дүниенің	1
аллам	түн	тыныштығын	1
аллам	тіл	көзден	1
аллам	ұзақ	ғұмыр	2
аллам	разы	болсын	1
аллам	нәсіп	етсін	1
аллам	сабыр	берсін	2
айтқаның	келсін	!	7
айтқаның	келсін	рахмет	14
айтқаның	келсін	жаным	8
айтқаның	келсін	рақмет	9
чек	жібере	салыңыз	5
орыс	тілінен	үй	1
алуға	болады	?	5
алуға	болады	екен	8
алуға	болама	?	2
ера	ера	ера	1
нәсіп	етсін	!	3
нәсіп	етсін	алла	14
нәсіп	етсін	аллам	17
жазбай	ақ	қой	3
ыдыс	жуып	болып	10
ыдыс	жуып	жатырмын	11
ыдыс	жуып	алайын	11
ыдыс	жуу	керек	1
ыдыс	жуайын	деп	1
берсе	жақсы	болар	2
төл	мерекең	құтты	1
төл	мерекеңіз	құтты	1
төлеп	чек	жіберіңіз	2
оң	болсын	!	3
оң	болсын	құтты	11
оңай	емес	қой	5
пара	керек	жасы	2
қазақстан	қазақстан	қазақстан	1
қазақстан	дауысы	балалар	1
анель	анель	анель	1
осыдан	кейін	қалай	4
мерей	мерей	мерей	1
қасымда	адам	бар	2
қасымда	адамдар	бар	2
бірдене	бірдеңе	бірдене	1
күліп	жүре	бер	5
күліп	жүре	беріңіз	7
күліп	ойнап	жүре	1
күнін	құтты	болсын	1
сүйемін	жаным	менің	2
сүйемін	сені	жаным	2
сүйемін	сүйемін	сүйемін	1
айтпай	ақ	қой	4
алтыным	менің	жүрегім	4
жақсылық	тілеймін	!	2
жақсылықты	тілеймін	!	3
жақсылықты	тілеймін	әрқашан	11
жақсылықты	тілейміз	!	1
өшіп	қалды	ғой	2
кешкі	ас	ішіп	4
қызға	онлайн	жұмысты	1
баршаңызға	қайырлы	күн	6
баршаңызға	қайырлы	таң	6
баршаңызға	сәттілік	тілеймін	2
жақсымын	өзің	қалайсың	1
жақсымын	өзіңіз	қалайсыз	1
скрин	жасап	жіберші	4
жете	бер	!	7
жете	бер	жаным	13
жете	бер	ата	5
жете	алмай	жатырмын	9
жете	берсін	!	2
жете	беруіңе	тілектеспін	1
бармай	ақ	қой	6
сұрақ	қойсам	болама	2
өздеріңіз	қалайсыздар	?	2
өздеріңіз	қалайсыздар	амансыздарма	14
қаншадан	болып	жатыр	1
қаншадан	екен	?	1
күніңіз	құтты	болсын	1
күніңіз	сәтті	өтсін	2
күніңізбен	құттықтаймын	!	4
күніңізбен	құттықтаймын	бақытты	9
күніңізбен	құттықтаймын	зор	11
адамның	несін	қосамыз	1
мамаң	қалай	?	4
көрейін	деп	едім	3
жандары	жәннатта	болсын	1
жанат	жанат	жанат	1
қорқып	кеттім	ғой	1
сабыр	берсін	!	5
сабыр	сабыр	сабыр	4
қызығын	көр	!	3
қызығын	көріп	аман	11
қызығын	көріп	жүре	3
қызығын	бірге	көріңдер	5
қызығын	көріңдер	!	2
серік	болсын	!	2
тимей	жатыр	ғой	8
тимей	жатыр	еді	7
тимей	кетті	ғой	1
сағанда	қайырлы	түн	2
сағанда	қайырлы	таң	11
сағанда	жаңа	жыл	1
сағанда	жұғысты	болсын	1
атың	кім	?	4
атың	кім	еді	14
атың	кім	атың	12
атың	қаншада	?	5
атың	қаншада	деппін	4
қайтарамын	қайтарамын	қайтарамын	1
проблема	керек	емес	1
жіберіңізші	өтініш	?	7
жіберіңізші	өтініш	сізден	6
себебі	алдымен	комиссия	1
қайрат	тілеймін	!	10
қайрат	тілеймін	әрқашан	2
қайрат	ұзақ	өмір	7
қайрат	ұзақ	ғұмыр	3
жері	жарық	болсын	2
жері	жайлы	болсын	2
жері	жайлы	топырағы	10
қолың	бос	емес	7
қолың	бос	болса	6
қолың	тимей	жатыр	4
қолың	боспа	?	2
қолың	дерт	көрмесін	1
жігітің	барма	?	3
сізден	бір	нәрсе	4
сізден	басқа	ешкім	4
сізден	сұрайын	деп	6
қап	қара	болып	6
қап	қара	боп	7
диплом	алып	жатыр	3
диплом	құтты	болсын	1
болыңыз	әрдайым	жүзіңізден	2
әйел	бақытын	тілеймін	1
жап	жаңа	жыл	2
жап	жас	болып	6
жап	аузыңды	жап	1
суретке	түсіріп	жіберші	6
суретке	түсіріп	жібере	13
суретке	түсіріп	жіберіңізші	9
әпке	қалайсыз	?	2
әпке	әпке	әпке	1
кіре	алмай	жатырмын	6
кіре	алмай	отырмын	8
маман	иесі	болсын	5
ало	ало	ало	1
амал	жоқ	енді	10
амал	жоқ	қой	8
қыздың	туған	күні	2
қыздың	туылған	күні	1
тілі	мен	әдебиеті	2
ерасыл	мен	диас	1
ерасыл	ерасыл	ерасыл	1
әже	әже	әже	1
ешқандай	да	өтірік	1
ешқандай	жаңалық	жоқ	1
жолдарың	болсын	!	3
жолдарың	болсын	жаным	16
жолдарың	болсын	аман	11
жолдарың	ашық	болсын	1
айту	керек	еді	5
айту	керек	қой	11
кімді	жақсы	көресің	4
кімді	көргенде	түрімді	1
қызың	барма	?	2
атым	хан	ата	1
сабаққа	қатысып	отырмын	3
қуан	қуан	қуан	1
қуаныш	қуаныш	қуаныш	1
жаңбыр	жауып	жатыр	7
жаңбыр	жауып	тұр	6
жаңбыр	жауып	кетті	12
жаңбыр	құйып	тұр	5
нұрислам	нұрислам	нұрислам	1
артынан	ере	берсін	1
көру	керек	екен	8
көру	керек	еді	6
дегенге	бөтелке	алуға	1
ұйқым	келіп	жатыр	7
ұйқым	келіп	тұр	6
ұйқым	кеп	тұр	5
ұйқым	келмей	жатыр	2
ұйқым	ашылып	кетті	1
амина	амина	амина	1
сымбат	сымбат	сымбат	1
каусар	каусар	каусар	1
өзімді	ұстай	алмай	2
кетпесін	бақытты	бол	5
кетпесін	бақытты	болыңдар	11
кетпесін	бақытты	болыңыз	7
кетпесін	бақыттың	базарында	1
сіздерге	де	жаңа	6
сіздерге	аллаһтың	нұры	1
қана	ватсапқа	жазыңыз	1
інжу	інжу	інжу	1
нұрай	нұрай	нұрай	1
сұрай	қоятын	ешкімнің	1
сұраймын	кешірім	сұраймын	1
сұраймын	баламнын	еміне	1
айзере	айзере	айзере	1
жыным	келіп	тұр	8
жыным	келіп	отыр	6
берсем	болама	?	2
тариф	істеп	беремін	1
тариф	бітіп	қалды	5
жемісін	көр	!	2
жемісін	көре	бер	5
жемісін	көре	берсін	6
жемісін	көре	беріңіз	13
жемісін	көріңіз	!	1
жемісін	жей	бер	6
жемісін	жей	берсін	5
жемісін	көрсін	!	1
есіме	түсіп	кетті	4
есіме	түсіре	алмай	2
жду	жду	жду	1
қуанышты	күндер	көп	2
қуанышты	күндерің	көп	1
